,요양기관명_x,주소,병원홈페이지,전화번호,좌표(X),좌표(Y)
930,마음소담정신건강의학과의원,"서울특별시 강남구 테헤란로 111, 301호 (역삼동)",https://maumsodam.modoo.at/,,127.0292963,37.4988903
931,마음숲길정신건강의학과의원,"충청남도 천안시 서북구 불당21로 71, 5층 502호 (불당동)",,041-417-3575,127.1081762,36.8129631
932,마음숲정신건강의학과의원,"대구광역시 수성구 달구벌대로 3261, 5층 (신매동)",,053-791-2242,128.7129388,35.8379443
933,마음숲정신건강의학과의원,"경상남도 김해시 율하3로 38, 경보오션 403호 (율하동)",,055-723-3445,128.8143922,35.1712567
934,마음쉼의원,"경기도 안양시 동안구 평촌대로 139, 3층 (호계동, 신세대빌딩)",,031-386-3323,126.9588733,37.384453
935,마음쉼정신건강의학과의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 10층 (도곡동)",,02-6475-7575,127.0347727,37.4849717
936,마음쉼표정신건강의학과의원,"서울특별시 마포구 와우산로37길 9, 2층 (동교동)",,02-712-0101,126.9303231,37.5559712
937,마음아안녕정신건강의학과의원,"경기도 화성시 동탄대로 495, 동탄역리치안 406호 (오산동)",,031-372-7506,127.0982597,37.197969
938,마음안 정신건강의학과의원,"인천광역시 서구 원당대로 660, 영프라자 5층 503호 (당하동)",,032-565-6002,126.6742967,37.5932846
939,마음안심정신건강의학과의원,"대구광역시 동구 안심로 366, 2층 (신서동)",,053-243-8079,128.7243485,35.8677351
940,마음안정신건강의학과의원,"서울특별시 강동구 올림픽로 651, 6층 (천호동)",http://www.mind-an.co.kr,473-1160,127.1233821,37.5397472
941,마음애병원,"충청남도 천안시 서북구 검은들3길 60, 리치프라자 (불당동)",www.maumlove.co.kr/,041-566-5119,127.110175,36.8098753
942,마음애사랑의원,"대전광역시 대덕구 비래동로 20, 304호 (비래동)",,042-628-1119,127.4502375,36.3556402
943,마음앤정신건강의학과의원,"충청북도 충주시 봉계1길 54, (칠금동)",,043-845-8920,127.9156976,36.9811858
944,마음엔정신건강의학과의원,"충청남도 아산시 탕정면 한들물빛도시로 88, 거산타워 304~307호",,041-543-0995,127.0837645,36.7870451
945,마음연정신건강의학과의원,"부산광역시 연제구 중앙대로 1091, 제세빌딩 13층 1301호 (연산동)",,051-715-0375,129.0806502,35.1854186
946,마음연정신건강의학과의원,"서울특별시 서초구 방배로 111, 3층 (방배동)",,02-522-7575,126.9956497,37.4839058
947,마음온정신건강의학과의원,"부산광역시 부산진구 새싹로 10-1, (부전동)",,051-710-8900,129.0583766,35.1590602
948,마음우산정신건강의학과의원,"경상남도 진주시 초북로20번길 5, 2층 (초전동)",http://heartumbrella.co.kr,055-795-0030,128.1130737,35.2121323
949,마음울림정신건강의학과의원,"경기도 과천시 과천대로5길 6, 과천 아이플렉스 309호 (갈현동)",,02-6952-4040,126.9798685,37.4112149
950,마음의 뜰 정신건강의학과의원,"서울특별시 양천구 목동동로 268, 신한빌딩 5층 (목동)",,02-2643-6435,126.8757146,37.5255786
951,마음의날씨정신건강의학과의원,"경기도 안산시 단원구 선부광장1로 82, 서림프라자 3층 305호 (선부동)",,031-402-1789,126.8126755,37.3355899
952,마음의원,"서울특별시 강남구 봉은사로 331, SH타워 3(일부)층 (논현동)",,02-556-2804,127.0429841,37.5102889
953,마음의정원 정신건강의학과의원,"부산광역시 동래구 충렬대로 152, 3층 303호 (온천동)",,051-711-7102,129.0766381,35.2046475
954,마음의지도정신건강의학과의원,"서울특별시 강서구 강서로 186, 2층 (화곡동)",,02-6406-7575,126.8393862,37.5431069
955,마음의평화정신건강의학과의원,"전북특별자치도 전주시 완산구 용머리로 57, 602호 (효자동1가, 전주크리닉센타)",,063-225-7582,127.1163364,35.8069429
956,마음이편한정신과의원,"충청남도 공주시 우금티로 513, 2층 (금학동)",,041-856-7575,127.1189005,36.4407203
957,마음이해 정신건강의학과의원,"서울특별시 마포구 양화로 59, 화승리버스텔 2층 (서교동)",,02-336-8375,126.9148695,37.5506545
958,마음인정신건강의학과의원,"부산광역시 부산진구 중앙대로 707, 10층 (부전동)",,051-817-0032,129.0588017,35.1558472
959,마음자리 정신건강의학과 의원,"경기도 파주시 문산읍 문향로 71, 신성타워 405호",,031-952-8838,126.7851674,37.8583454
960,마음자리정신과의원,"경기도 군포시 산본천로 62, 409호 (산본동, 인베스텔)",,031-343-3690,126.9304786,37.3605683
961,마음정신건강의학과의원,"서울특별시 송파구 송파대로 404-1, 2층 (송파동)",http://www.lpjchild.co.kr,02-425-6616,127.1092504,37.5034721
962,마음정원 정신건강의학과의원,"경기도 성남시 분당구 대왕판교로606번길 41, 프라임스퀘어 504호 (삼평동)",,031-602-7759,127.111964,37.3964874
963,마음정원정신건강의학과의원,"인천광역시 연수구 신송로 153, 더 마란츠타워 2층 201,202호 (송도동)",,032-833-3950,126.6491502,37.3971701
964,마음중심의원,"서울특별시 양천구 중앙로 253, 5층 (신정동)",,02-2691-8582,126.8531184,37.5189448
965,마음지기정신건강의학과의원,"경기도 안양시 동안구 평촌대로223번길 64, 제일빌딩 306호 (호계동)",,031-689-3113,126.9522651,37.390518
966,마음찬정신건강의학과의원,"경기도 광명시 오리로 973, 광천빌딩 302호 (광명동)",,02-2611-1190,126.8549358,37.4790056
967,마음창정신건강의학과의원,"경기도 하남시 신평로 46, 2층 (신장동)",,031-794-3535,127.2046459,37.5378522
968,마음챙김정신건강의학과의원,"서울특별시 관악구 신림로 350, 4층 404호 (신림동, 서원프라자, 태영아파트)",,02-534-8856,126.9299291,37.4855079
969,마음초롱정신건강의학과의원,"경기도 용인시 기흥구 죽전로 29, (보정동, 포레스트프라자)",,897-1121,127.1120832,37.3207465
970,마음토닥정신건강의학과의원,"경기도 안산시 단원구 광덕대로 174, C동 518호 (고잔동, 월드타운)",,031-483-5989,126.8310371,37.3119296
971,마음톡의원,"경기도 화성시 향남읍 향남로 392, 우성메디피아 403호",,031-366-3679,126.9214487,37.1300512
972,마음투유정신건강의학과의원,"서울특별시 서초구 강남대로 48-6, 한석빌딩 6층 (양재동)",,02-576-2021,127.0400425,37.4691346
973,마음튼튼의원,"인천광역시 강화군 강화읍 중앙로 27, 성용프라자 3층",,,126.4907415,37.7406592
974,마음튼튼정신건강의학과의원,"부산광역시 사상구 사상로 194, 괘법동 메디컬센터 9층 (괘법동)",,051-711-2711,128.9847721,35.1625689
975,마음편한 정신건강의학과 의원,"전라남도 강진군 강진읍 평동2길 30, 1층",,061-432-5508,126.7680499,34.6380201
976,마음편한병원,"인천광역시 계양구 아나지로 380, 해룡빌딩 1~5층 (작전동)",,032-207-7070,126.7344336,37.5251761
977,마음편한유외과의원,"서울특별시 서초구 강남대로 349, 우남빌딩 9,11층 (서초동)",http://www.gabyu.co.kr/index.asp,02-733-3200,127.0291104,37.4938596
978,마음편한의원,"서울특별시 서초구 서초대로77길 61, S&G TOWER 서초 6층 601호 (서초동)",,,127.0237048,37.5024383
979,마음편한의원,"대구광역시 남구 대명로 162-1, 4층 (대명동)",,053-624-0075,128.5751957,35.8388131
980,마음편한정신건강의학과의원,"경기도 고양시 일산서구 중앙로 1575, 501호 (대화동, 그린코아)",,031-913-7511,126.7467626,37.6760788
981,마음편한정신건강의학과의원,"광주광역시 남구 대남대로 342, 3층 (월산동, 월산회관)",,062-352-9597,126.8932985,35.1422535
982,마음편한정신건강의학과의원,"경상북도 영주시 광복로 74, 3층 (하망동)",,054-635-1112,128.6264822,36.8275706
983,마음편한정신건강의학과의원,"경상남도 창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 515호 (상남동)",,055-719-2468,128.6915917,35.2193361
984,마음편한정신건강의학과의원,"강원특별자치도 원주시 서원대로 406, 503호 (단구동)",,033-766-7675,127.9496766,37.3302107
985,마음편한정신건강의학과의원,"충청북도 청주시 흥덕구 풍산로 26, (가경동, 대한빌딩 2층)",www.maumclinic.kr/,043-237-8872,127.4334045,36.6260667
986,마음편한정신건강의학과의원,"대전광역시 동구 동서대로 1671, 4층 (용전동)",,042-628-7585,127.4353874,36.3489561
987,마음편한정신건강의학과의원,"서울특별시 도봉구 노해로65길 11, 한성빌딩 3층 302호 (창동)",http://www.sungmosam.com,02-991-9596,127.0462088,37.6518117
988,마음편한정신건강의학과의원,"전북특별자치도 전주시 완산구 용머리로 156, 4층 (효자동1가)",,063-225-1675,127.1272552,35.8058425
989,마음편한정신건강의학과의원,"전북특별자치도 군산시 대학로 205, 외출준비 2층 (문화동)",,063-465-7007,126.7013416,35.9737166
990,마음평온정신건강의학과의원,"경기도 용인시 처인구 명지로60번길 8-14, 3층 304호 (역북동)",,031-8097-3133,127.1880323,37.2322192
991,마음함께정신건강의학과의원,"서울특별시 노원구 동일로215길 2, 하나빌딩 9층 (상계동)",,02-2088-0075,127.0609342,37.6515441
992,마음행복정신건강의학과의원,"인천광역시 서구 중봉대로586번길 9-4, 쓰리엠타워 504,505호 (청라동)",,032-566-0700,126.6509415,37.5321057
993,마음행복정신건강의학과의원,"대구광역시 북구 동북로 172, 3층 (산격동)",,053-952-5075,128.6112316,35.8989007
994,마음현정신건강의학과의원,"세종특별자치시 한누리대로 275, 형성프라자 6층 606,607호 (나성동)",,044-862-3217,127.2563759,36.4888054
995,마음호수정신건강의학과의원,"서울특별시 송파구 오금로11길 7, 제이타워빌딩 5층 (방이동)",,02-417-1175,127.1079784,37.5145741
996,마음휴정신건강의학과의원,"서울특별시 양천구 신월로 179, 4층 (신월동)",,02-2601-0179,126.8429915,37.5191674
997,마음힐링의원,"인천광역시 서구 이음5로 36, 더원타워 6층 604, 605호 일부호 (원당동)",,032-567-5252,126.7118897,37.593882
998,마음힐정신건강의학과의원,"대전광역시 서구 도산로 45, 401호 (도마동)",,042-721-3900,127.3803022,36.3126819
999,마이셀의원,"서울특별시 강남구 도산대로 108, 7층,8층 (논현동)",https://mycell.co.kr/,02-568-5959,127.0206793,37.5161887
1000,마이어스의원,"서울특별시 강남구 선릉로 753, 정주빌딩 (논현동)",http://myers.co.kr/xe/index.php,02-497-2211,127.0392752,37.5218839
1001,마인드닥터의원,"울산광역시 남구 삼산로 24, 프라자빌딩 3층 303호 (신정동)",http://www.minddr.co.kr,052-260-7525,129.310427,35.5327007
1002,마인드닥터주니어정신건강의학과의원,"서울특별시 중랑구 망우로 353, C동 301호 (상봉동, 현대이노시티)",,02-432-9993,127.0903644,37.5982973
1003,마인드랩공간정신건강의학과의원,"서울특별시 강남구 언주로130길 10, 3층 (논현동)",,02-545-0607,127.0363325,37.5147938
1004,마인드랩공간정신건강의학과의원,"대구광역시 중구 달구벌대로 2188, 3층 (대봉동)",,053-427-0110,128.602441,35.8628184
1005,마인드랩공간정신건강의학과의원,"세종특별자치시 한누리대로 265, 명동프라자 406~407호 (나성동)",,044-715-5670,127.2567369,36.4878216
1006,마인드림정신건강의학과의원,"충청남도 천안시 서북구 동서대로 129, 단국성정빌딩 2층 (성정동)",,041-557-7555,127.1378027,36.8262114
1007,마인드맨션의원,"서울특별시 마포구 마포대로 68, 7층 702호 (도화동, 마포아크로타워)",,02-704-3588,126.94898,37.5413405
1008,마인드병원,"대전광역시 서구 대덕대로242번길 48-0, 6~9층 (둔산동)",,042-528-6550,127.3822592,36.354118
1009,마인드봄정신건강의학과의원,"서울특별시 영등포구 양평로 24, 수정빌딩 4층 (당산동6가)",,02-2039-0123,126.903739,37.5332486
1010,마인드애플정신건강의학과의원,"대구광역시 수성구 동대구로 311, 범어 애플타워 9층 902호 (범어동)",,053-751-1919,128.6252464,35.8581272
1011,마인드온정신건강의학과의원,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 301~303호 (서초동)",,02-6677-9500,127.0239029,37.5027557
1012,마인드웰병원,"서울특별시 중랑구 망우로 403, 삼부빌딩 5~7층 (망우동)",,02-433-1195,127.0968533,37.5994218
1013,마인드정신건강의학과의원,"서울특별시 강남구 압구정로28길 13, 3층 (신사동)",,02-542-3370,127.0278588,37.5256731
1014,마인드정신건강의학과의원,"충청북도 청주시 상당구 상당로 66, 2층 206호 (문화동)",,043-715-5479,127.4910735,36.6342822
1015,마인드정형외과의원,"대구광역시 달서구 진천로 117, 2층 201, 202호 (대천동, 월배이타운)",,053-632-0005,128.5212413,35.8188922
1016,마인드케어의원,"서울특별시 강서구 공항대로 206, 나인스퀘어 4층 407,408,409(일부)호 (마곡동)",http://www.mind-care.co.kr,02-2602-7588,126.8302728,37.5588935
1017,마인드터치정신건강의학과의원,"서울특별시 영등포구 선유로 63, EEU동신타워 6층 601호 (문래동6가)",,02-6745-0010,126.8890683,37.5196453
1018,마인드풀정신건강의학과의원,"부산광역시 수영구 수영로 699, 8층 801호 (수영동, 수영동디온플레이스)",,051-714-0706,129.1158563,35.1678979
1019,마인드필정신건강의학과의원,"대구광역시 북구 침산남로 136, 6층 (침산동, 동성빌딩)",http://www.mindfeel.co.kr,053-351-5566,128.5904983,35.8881765
1020,마인드힐링정신건강의학과의원,"서울특별시 강남구 선릉로86길 17, 702호 (대치동, 선릉엠티빌딩)",,547-7500,127.05109,37.5035623
1021,마천우리신경과의원,"서울특별시 송파구 마천로41길 5, 자매빌딩 201호,202호 (마천동)",,02-430-1020,127.1481429,37.4973379
1022,마포성모정신건강의학과의원,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 지상3층 301호 (아현동)",,02-6953-7531,126.9536224,37.5510075
1023,만촌숲속에내과정신건강의학과의원,"대구광역시 수성구 달구벌대로 2599, 301동 301호 (만촌동, 만촌역 태왕디아너스)",,053-746-5252,128.6470808,35.8594909
1024,만촌으뜸속내과의원,"대구광역시 수성구 화랑로 114, 3층 (만촌동)",,053-755-7582,128.6393907,35.8728732
1025,말바우잘자는정신건강의학과의원,"광주광역시 북구 동문대로 79-1, 2층 201호 (우산동)",,062-261-8274,126.9227277,35.1715098
1026,말바우큰사랑신경과의원,"광주광역시 북구 서방로 89, 2층 201,202,203호 (우산동)",,062-419-9595,126.9223136,35.1712572
